topic;words;themes;category;primitives
386;"['volmaeckt' 'maecken' 'fondatie' 'gemaeckt' 'werck' 'medecynen'
 'afgebroken' 'int' 'steen' 'staende' 'muer' 'gestaen' 'ghebauwt'
 'vercoght' 'sestich' 'arduijn' 'clooster' 'gebouwt' 'bregge' 'lijwaeten'
 'ghevels' 'grondt' 'dicke' 'bouw' 'seshondert' 'cieraet' 'leuve'
 'primarius' 'breet' 'kerck' 'constich' 'aude' 'wercken' 'gekoght' 'bauw'
 'gewese' 'schole' 'hauten' 'stuck' 'afgebroocken' 'gecocht' 'daer'
 'selffde' 'bauwen' 'nieu' 'diese' 'voeten' 'brughe' 'gefondeert'
 'gebrocht']";386. Architecture and building;5;59
387;"['brugsche' 'poorte' 'brusselsche' 'buyten' 'poort' 'ackergem' 'thiensche'
 'veste' 'lovensche' 'voorby' 'langhs' 'vaert' 'smorgens' 'rugge' 'stroy'
 'gesteken' 'lichaem' 'bergh' 'voituren' 'aengewesen' 'gegaen' 'geschoten'
 'syn' 'alwaer' 'geleyt' 'gebortig' 'koetse' 'gentsche' 'aldaer'
 'getrocken' 'aenbesteed' 'gehaelt' 'buijten' 'uytvaert' 'gevoert' 'mael'
 'getransporteert' 'geposteert' 'synde' 'vesten' 'vdn' 'acker' 'batteryen'
 'lincker' 'middagh' 'parochien' 'genaemt' 'gevist' 'patrioten'
 'gecampeert']";387. Town names and geography;7;59
388;"['yaar' 'kon' 'jaar' 'ruym' 'ouderdom' 'maakte' 'had' 'maande' 'gehat'
 'jaaren' 'kreeg' 'maar' 'maanden' 'toen' 'begon' 'moest' 'wier' 'hulp'
 'na' 'kwaamen' 'najaar' 'werk' 'voornaam' 'heyd' 'paarde' 'nooyt' 'paart'
 'darde' 'eijs' 'dyk' 'swaare' 'heb' 'hat' 'maal' 'dit' 'plaas' 'laat'
 'genaampt' 'beeter' 'bragt' 'overleede' 'waardoor' 'gegaan' 'uijtregt'
 'overleeden' 'veelen' 'ge' 'gedaan' 'ongemeen' 'kerk']";388. Old age and longevity;9;59
389;"['verdragen' 'voorss' 'genaedige' 'predicatien' 'halden' 'begeeren'
 'beijden' 'religie' 'sulcke' 'religien' 'genaede' 'geleerden' 'openbaer'
 'geloove' 'misdaen' 'gehalden' 'alsulcke' 'voorsijde' 'obedientie'
 'coomen' 'predicant' 'beyde' 'predicanten' 'cesseren' 'willen' 'saecken'
 'begeren' 'rebellie' 'predicatie' 'totter' 'raedt' 'gehoorsaemheyt'
 'moegen' 'wilt' 'placaten' 'sullen' 'beyden' 'versoecken' 'burgeren'
 'inconvenienten' 'sich' 'hen' 'achtervolgen' 'aengaende' 'raets'
 'gebruycken' 'aengesien' 'antwoort' 'achtervolgt' 'gebruyck']";389. Religion and belief;4;59
390;"['vs' 'leeraar' 'predikant' 'text' 'ps' 'vers' 'psalm' 'beroepen' 'predik'
 'kerkenraad' 'beroep' 'predikte' 'hervormde' 'predikanten' 'naam'
 'eerwaarden' 'beroeping' 'gemeente' 'dominee' 'leeraer' 'dom' 'kerk'
 'niewe' 'gebed' 'joh' 'mun' 'beroepinge' 'haan' 'gebeurtenis' 'willem'
 'waarheid' 'gerardus' 'oudste' 'joan' 'jacob' 'berg' 'hendrik' 'gedaan'
 'leer' 'jaar' 'bevestigt' 'plaats' 'redevoering' 'johannes'
 'doopsgezinde' 'aanspraak' 'genaamt' 'zegen' 'gemeenten' 'samuel']";390. Pastor and church;4;58
391;"['januari' 'frankryk' 'contagieuse' 'roermond' 'laestleden' 'werken'
 'kapel' 'kloosters' 'borg' 'heiligen' 'bezondere' 'naderhand' 'sonnemans'
 'keulen' 'vervangen' 'geestelijken' 'novembr' 'wierd' 'gemaekt'
 'gebruiken' 'pastors' 'garnizoen' 'kanton' 'major' 'zondags' 'februari'
 'opgericht' 'mogen' 'vrouwen' 'consequence' 'bevolking' 'gehouden'
 'gesleept' 'maend' 'brabantsche' 'gene' 'volgens' 'remonstrantie'
 'volbragt' 'bywezen' 'gemeyntens' 'ijs' 'schynt' 'bestemd' 'jaaren'
 'door' 'tyd' 'geboren' 'geestelijke' 'kasteel']";391. Events, religion, epidemic;7;57
392;"['gravenhage' 'get' 'bijlage' 'geteekend' 'provisioneele' 'vereenigde'
 'holland' 'stad' 'raad' 'pagina' 'naam' 'regeering' 'haag' 'vide'
 'staaten' 'generaal' 'geteekent' 'volgende' 'gesteld' 'verdediging'
 'dato' 'onderstond' 'vaderland' 'zeeland' 'getekend' 'inhoud' 'ryk'
 'ingezetenen' 'algemeene' 'vaderlands' 'deezen' 'welke' 'notificatie'
 'keizer' 'gedaan' 'dezer' 'bekend' 'vervat' 'koning' 'staat' 'strekken'
 'zyne' 'blyken' 'majesteyt' 'benoemd' 'genoegen' 'lands' 'gedrukt'
 'vryheid' 'nassau']";392. National government;7;57
393;"['baten' 'peter' 'huysvrouwe' 'broeck' 'anna' 'wesende' 'dresens' 'maria'
 'wt' 'suster' 'genaempt' 'inder' 'elisabeth' 'welck' 'alsoe' 'soe'
 'vrouwe' 'kelcken' 'dach' 'sy' 'oock' 'metten' 'barbara' 'gecomen' 'ians'
 'oeck' 'kerck' 'borcht' 'ghy' 'geusen' 'ian' 'joncker' 'wyse' 'besemer'
 'stuck' 'lucas' 'syn' 'ghenaempt' 'hendrick' 'sinte' 'ruteren' 'sterff'
 'haeren' 'inden' 'ick' 'desse' 'godtshuyse' 'bourghers' 'jasper' 'soene']";393. Personal names and family;9;56
394;"['geschooten' 'schans' 'orangen' 'diewelcke' 'soldaten' 'ghescooten'
 'schooten' 'spangers' 'gecoomen' 'paert' 'faendelen' 'gevangens'
 'terstont' 'roers' 'spreecken' 'comende' 'ingecomen' 'uuijren'
 'denselfden' 'haer' 'sulxs' 'leggende' 'paerden' 'groff' 'burgemeesters'
 'sparendam' 'gescooten' 'alcmaer' 'antwoort' 'governeur' 'victalie'
 'daerna' 'sagen' 'vragende' 'gebracht' 'besien' 'orangien' 'musquet'
 'haerlem' 'captijn' 'souden' 'daerop' 'janspoort' 'geweer' 'saeck' 'ock'
 'seyde' 'sceepen' 'stats' 'musquetten']";394. Fighting and soldiers;2;55
395;"['steert' 'sterre' 'claer' 'ghesien' 'comeet' 'sterren' 'gelijck' 'lanck'
 'sagh' 'staart' 'vertoonde' 'breedt' 'allenskens' 'sulck' 'gesien'
 'locht' 'sien' 'stondt' 'sach' 'swaer' 'ick' 'westen' 'zuijt' 'stercken'
 'avondt' 'dicke' 'welck' 'dijversche' 'conde' 'oosten' 'aensien' 'breet'
 'streckende' 'welcken' 'noijt' 'gesicht' 'noort' 'dick' 'hooghe'
 'opwaerts' 'begost' 'welcke' 'werelt' 'sulcken' 'licht' 'wonderlicke'
 'oock' 'connen' 'werck' 'ghesichte']";395. Astronomy;1;54
396;"['primus' 'philosophie' 'professor' 'gebortigh' 'gebortig' 'lelie'
 'universiteyt' 'vercken' 'godsgeleertheyd' 'joannes' 'universiteijt'
 'josephus' 'studien' 'primarius' 'valk' 'medecynen' 'professores'
 'regent' 'doctor' 'carolus' 'petrus' 'philosophen' 'henricus' 'studenten'
 'loven' 'baptista' 'faculteyt' 'guillielmus' 'cornelius' 'franciscus'
 'antonius' 'theologie' 'leeuw' 'hollands' 'martinus' 'genoemt' 'eerw'
 'wilhelmus' 'judocus' 'latyn' 'leerlingen' 'leempoel' 'philippus'
 'schole' 'arnoldus' 'geboortig' 'seminarie' 'ludovicus' 'wetenschappen'
 'gewesen']";396. University community;16;54
397;"['brouwer' 'wooninge' 'gekoght' 'woonende' 'claes' 'cooper' 'verhuert'
 'genaemt' 'besemer' 'sonnemans' 'vercogt' 'jacob' 'mindebroeders' 'huys'
 'dirck' 'janss' 'iersche' 'vercoght' 'janssens' 'vercken' 'marcelis'
 'doghter' 'gestaen' 'thesoriers' 'cornelis' 'hoeck' 'diestersche' 'naeme'
 'jan' 'augustynen' 'sekeren' 'willemsz' 'olij' 'gerrit' 'heversche'
 'cristoffel' 'publiekelyk' 'gewesene' 'pietersz' 'genoemt' 'brouwers'
 'roos' 'gebortigh' 'willem' 'verwer' 'adriaen' 'gelt' 'backer' 'hat'
 'fondatie']";397. Property and commerce;6;54
398;"['ontvanger' 'rijks' 'belastingen' 'hellema' 'kantoor' 'ontvangen'
 'benoemd' 'zitting' 'onderwijzer' 'laatste' 'verklaard' 'sluiten'
 'betrekking' 'domeinen' 'raad' 'geteekend' 'maand' 'lands' 'belasting'
 'geld' 'had' 'onledig' 'personeel' 'bekend' 'verschuldigde' 'naam'
 'schuld' 'totaal' 'gebruik' 'opmaken' 'wirdum' 'wijger' 'tevens'
 'werkzaam' 'landbouwer' 'bestuur' 'verponding' 'wierd' 'gevraagd'
 'franken' 'verzogt' 'vastgesteld' 'mun' 'kerkvoogd' 'maanden' 'griffier'
 'genaamd' 'aangesteld' 'zaak' 'zoon']";398. Taxes and officials;6;53
399;"['obijt' 'ac' 'hic' 'etiam' 'hoc' 'omnibus' 'esse' 'cum' 'vero' 'qua'
 'sed' 'quod' 'fuit' 'ad' 'sunt' 'non' 'inter' 'ecclesia' 'quo' 'aut'
 'quis' 'loco' 'carolus' 'nobis' 'ut' 'ab' 'domino' 'dominus' 'sit'
 'omnes' 'joannes' 'ex' 'quia' 'ita' 'us' 'vel' 'super' 'autem' 'ecclesie'
 'sine' 'pro' 'et' 'petri' 'franc' 'tam' 'hane' 'nec' 'sub' 'filius' 'sic']";399. *Latin language*;14;51
400;"['grafschrift' 'starf' 'metael' 'blauwen' 'koor' 'light' 'hic' 'bastaert'
 'steelant' 'tombe' 'vere' 'int' 'sed' 'plaeten' 'dander' 'kerck' 'upten'
 'hooghe' 'iiiic' 'fuit' 'bourgogne' 'toech' 'xvc' 'jo' 'philips' 'or'
 'schrift' 'royen' 'stuck' 'lichaem' 'ridder' 'sersanders' 'ghescooten'
 'marie' 'mogelijck' 'swert' 'item' 'bourgoengen' 'ijseren' 'kapelle'
 'letters' 'syde' 'gout' 'sdaechs' 'cccc' 'dux' 'rudder' 'stondt' 'handt'
 'aerde']";400. Funerary monument;9;51
401;"['january' 'february' 'laestleden' 'by' 'besluyt' 'zyn' 'legioen' 'zyne'
 'zynen' 'gene' 'dadelyk' 'kapiteyn' 'juny' 'dezer' 'laest' 'eygenaers'
 'insgelyks' 'blyven' 'maend' 'gelegendheyd' 'july' 'meyers' 'buyten'
 'vyftig' 'tyd' 'maetregelen' 'lyk' 'bevelen' 'uytwerkinge' 'eynde' 'wy'
 'dellafaille' 'aengezien' 'meysken' 'bevolen' 'genaemd' 'eygenaer' 'vyf'
 'voorkomt' 'bezonderlyk' 'hy' 'directelyk' 'policie' 'adjointen' 'raed'
 'heffen' 'souvereynen' 'zyner' 'prefect' 'schikkingen']";401. Calendar and administration;3;50
402;"['vernieuwt' 'maecken' 'voorseijde' 'ghelijck' 'wet' 'marseren' 'dewelcke'
 'gheordonneert' 'keure' 'onderhauden' 'commen' 'hooghe' 'gone' 'vande'
 'vanden' 'eta' 'eenighe' 'oock' 'segghende' 'daeraf' 'wort' 'aeth'
 'gheleijt' 'bellem' 'ghedeele' 'mher' 'aude' 'can' 'voorseijden' 'elcke'
 'siene' 'ghestelt' 'ghesneden' 'haerlieder' 'ghent' 'eenich' 'werck'
 'oorlooghe' 'jo' 'cavalerije' 'saude' 'gheresolveert' 'gheschieden'
 'weth' 'justicie' 'brijnghen' 'voorschepen' 'connen' 'voorseide'
 'sersanders']";402. Legislation and administration;3;48
403;"['algemeene' 'dank' 'bededag' 'zegen' 'gevierd' 'kerken' 'vreede' 'danken'
 'plegtig' 'verjaardag' 'gunst' 'dierbaar' 'dankbaar' 'almagtig'
 'bijzonder' 'eeuwigheid' 'liefde' 'moge' 'genoegen' 'vreugde' 'dierbare'
 'haare' 'vaderland' 'openbaare' 'werkzaam' 'heil' 'dag' 'bondgenooten'
 'zingen' 'neerlands' 'wijze' 'goddelijke' 'rust' 'zeegen' 'geliefden'
 'ziel' 'godsdienst' 'onze' 'vertrouwen' 'krachten' 'jezus' 'ingezetenen'
 'eeuwige' 'vrijheid' 'bijstand' 'gezegend' 'eindelyk' 'wenschen'
 'zoodanige' 'opregte']";403. Thanksgiving and prayer;13;48
404;"['nest' 'komst' 'vliegen' 'vaak' 'eigene' 'dikwijls' 'echter' 'eenden'
 'zich' 'verblijf' 'gaarn' 'steeds' 'daarmede' 'bestendig' 'dezelfde'
 'muizen' 'maar' 'somtijds' 'dagelijks' 'eindelijk' 'althans' 'krijgen'
 'opvolgende' 'eigen' 'nooit' 'vermeerderd' 'daarvan' 'vogels'
 'voormalige' 'naauwelijks' 'bestaan' 'natuur' 'tijd' 'toen' 'gedurig'
 'thans' 'mogelijk' 'schikken' 'eerlang' 'voorjaar' 'gelegenheid' 'moeite'
 'vooral' 'doorgaans' 'zulk' 'zonderling' 'gebruiken' 'gaan' 'daarna'
 'groei']";404. Conduct of ducks;13;48
405;"['keijser' 'gheregiert' 'oostenrijck' 'duijtslandt' 'jaere' 'hungarijen'
 'coninck' 'anno' 'ghecroont' 'keijsers' 'sone' 'sijnen' 'soone' 'carolus'
 'ghestorven' 'succederen' 'ferdinandus' 'vercoren' 'rijcke' 'conijnghen'
 'regierijnghe' 'traude' 'caerle' 'succedeerde' 'philippus' 'gheboren'
 'ceurvorsten' 'sijns' 'regierde' 'gheseijt' 'bohemen' 'koninck'
 'regieringhe' 'ghecoren' 'vranckrijcke' 'roome' 'henricus' 'int'
 'ghetrauwt' 'autsten' 'rijck' 'carole' 'regneerde' 'ottho' 'sesden'
 'fredericus' 'overleedt' 'sijn' 'paus' 'vranckrijck']";405. Emperors of the Holy Roman Empire;12;47
406;"['noortmannen' 'vranckrijcke' 'gheruineert' 'carle' 'sarasijnen' 'eijghen'
 'droefheijt' 'nochte' 'omligghende' 'rijcken' 'gassion' 'maecken' 'buijt'
 'ottho' 'sij' 'rijck' 'alsoo' 'ghelijck' 'ghemackt' 'gheraecken'
 'sendende' 'connen' 'ghetrauwe' 'qualijck' 'soo' 'ende' 'vluchten'
 'oversulcx' 'armade' 'crijghen' 'lijwaeten' 'baudewijn' 'saemen'
 'enghelschen' 'ghevlucht' 'brenghen' 'diversche' 'eenijghe' 'spanien'
 'graefschaep' 'ruijne' 'conde' 'genouch' 'loijs' 'carracena' 'gheheeten'
 'neersticheijt' 'qualick' 'quaelick' 'onderdaenen']";406. Fighting against enemies;8;47
407;"['vriezen' 'begon' 'echter' 'maar' 'sterk' 'scheepvaart' 'zich' 'vooral'
 'deed' 'mogelijk' 'weinig' 'ijs' 'steeds' 'reeds' 'ofschoon' 'enz' 'toen'
 'thans' 'daardoor' 'geen' 'gehele' 'paard' 'bijzonder' 'genoegzaam'
 'eigen' 'kon' 'zwaar' 'gaan' 'aantal' 'gebruiken' 'gebruikt' 'had'
 'bestaan' 'gelegenheid' 'regering' 'dooi' 'medeburgers' 'zelfde' 'klein'
 'welhaast' 'oorzaak' 'fransen' 'vorst' 'waardoor' 'laatste' 'wolkachtig'
 'nimmer' 'zagen' 'weinige' 'ingezetenen']";407. Winter, freezing;1;47
408;"['actum' 'faille' 'della' 'ond' 'onderteekent' 'onderteeckent'
 'ordonnantie' 'raede' 'assenede' 'geparapheert' 'keure' 'onderschreven'
 'vt' 'bap' 'supra' 'martij' 'geteekent' 'voors' 'inter' 'secretaris'
 'onderstond' 'ist' 'kennisse' 'geswooren' 'ita' 'midtsgaeders' 'xvc'
 'hooftschepenen' 'bailliu' 'ut' 'intresten' 'voorseyden' 'acte'
 'accordeert' 'hoochbailliu' 'justo' 'pr' 'sancte' 'ul' 'behooren' 'wette'
 'haerlieder' 'naevolgende' 'getrouwe' 'raedt' 'rechten' 'overwaele'
 'officie' 'baptista' 'propoosten']";408. Official documents;3;45
409;"['october' 'september' 'november' 'dato' 'december' 'ingevolge' 'maart'
 'volgende' 'generaal' 'maand' 'augustus' 'stad' 'maanden' 'laast'
 'deezen' 'wierd' 'welke' 'jaaren' 'holland' 'gemelde' 'is' 'dezer'
 'vendrig' 'tijd' 'hersteld' 'gesteld' 'voorgaande' 'bepaalt' 'aengesteld'
 'jaars' 'february' 'luitenant' 'staat' 'jaare' 'resolutie' 'inhoud' 'mei'
 'jaar' 'gemeld' 'april' 'haag' 'aan' 'gedaan' 'einde' 'uit' 'overige'
 'daags' 'vereenigde' 'raad' 'der']";409. Months and events;13;44
410;"['burgemeesters' 'gecoomen' 'magistraten' 'souden' 'saeck' 'coomen'
 'twelck' 'oorsaeck' 'dewijle' 'predicken' 'religie' 'daerom' 'soude'
 'papisten' 'predicatie' 'haer' 'gesproocken' 'tselfde' 'alcmaer'
 'excellentie' 'papen' 'vergadert' 'seyden' 'gebroocken' 'voorgelesen'
 'denselfden' 'mochten' 'gevangens' 'versocht' 'beswaert' 'sulx'
 'spreecken' 'vergaderinge' 'sulxs' 'ygelick' 'monicken' 'spaengers'
 'versochten' 'opelick' 'seggende' 'malcander' 'verhaelt' 'advys' 'sulcks'
 'verhinderen' 'prinsch' 'versoeck' 'dieselfde' 'seyde' 'kerck']";410. Religious meeting or sermon;4;44
411;"['loten' 'heerenveen' 'waaronder' 'uiltje' 'fokke' 'militie' 'anske' 'no'
 'perzoon' 'loting' 'jongelingen' 'trok' 'ouders' 'gediend' 'had' 'naam'
 'soldaat' 'geboren' 'schutter' 'neef' 'verklaard' 'schutterij' 'jong'
 'jeltje' 'meid' 'eigen' 'boonstra' 'naar' 'geleide' 'toen' 'naderhand'
 'beiden' 'daarna' 'inkwartiering' 'kanton' 'getekend' 'huis' 'joure'
 'getrouwd' 'burgers' 'vriend' 'manschappen' 'schutters' 'kreeg'
 'garnizoen' 'zoon' 'doopsgezinde' 'oud' 'akkrum' 'graaf']";411. Lottery or military service;16;44
412;"['lib' 'bonifacius' 'schot' 'pag' 'waarheid' 'heilig' 'christ' 'hilonius'
 'eeuw' 'boek' 'clemens' 'noemt' 'zie' 'volken' 'blijkt' 'heiligen'
 'genoemd' 'gregorius' 'cap' 'echter' 'besluiten' 'romijn' 'voornaamste'
 'wereld' 'arbeid' 'jaarboeken' 'verhaalt' 'aard' 'bladz' 'blykt' 'zeg'
 'bekend' 'haan' 'behandeling' 'geleerd' 'gebruik' 'rijk' 'apostel'
 'vriesland' 'gezondheid' 'vind' 'gewyd' 'regter' 'gebed' 'naderhand'
 'deugd' 'begaan' 'geschreeven' 'naam' 'spreekt']";412. Writings about saints and religion;4;44
413;"['liere' 'lueven' 'gelderschen' 'ghy' 'vendelen' 'ruteren' 'xxx'
 'knechten' 'hertooch' 'spaengaerden' 'borghers' 'voorseyt' 'gevanghen'
 'peerdt' 'hoochduytsche' 'duytsche' 'boeven' 'bruessel' 'vilvoorden'
 'mitter' 'dansen' 'bewaert' 'daeghe' 'huys' 'merct' 'huysen' 'snachts'
 'guldenen' 'wesende' 'ick' 'vertrack' 'ghebortigh' 'vtrecht' 'voorseyde'
 'soe' 'rontsomme' 'wyth' 'sick' 'inne' 'vyff' 'incommen' 'vuyter' 'hefft'
 'haelden' 'oeck' 'voirß' 'alleenelijck' 'xxiiij' 'stuver' 'stuck']";413. Events in different cities;7;43
414;"['hogerwaard' 'extract' 'achtbaare' 'resolutien' 'accordeert' 'resolutie'
 'onderstond' 'no' 'notulen' 'goedgevonden' 'achtb' 'burgemeesteren'
 'brielle' 'regeerders' 'burgermeesteren' 'eyk' 'edele' 'melvill'
 'swalmius' 'declaratoir' 'achtbare' 'agtbaare' 'nadere' 'geinsereert'
 'deeser' 'laastleden' 'geteekent' 'vroedschappen' 'deezen' 'contra'
 'aangaat' 'mogende' 'deeses' 'lankhorst' 'magistraat' 'uedel' 'deezer'
 'crap' 'deliberatien' 'staaten' 'verstaan' 'meerderheid' 'dato'
 'vroedschap' 'verthonen' 'raadhuis' 'missive' 'minderheid' 'protest'
 'ingevolge']";414. Resolutions and political decisions;7;43
415;"['treckinge' 'loterije' 'nombers' 'classen' 'koninglijcke' 'premien'
 'keijserlijcke' 'fortune' 'radt' 'saele' 'laeste' 'nomber' 'gewonelijcke'
 'ceremonie' 'getrokken' 'sesde' 'ingestelt' 'classe' 'comtoir' 'geschiet'
 'tweede' 'majesteijt' 'rad' 'vervolgt' 'sieur' 'vijfde' 'derde' 'hoogste'
 'vierde' 'premie' 'loten' 'besondere' 'brussel' 'gend' 'henegauw' 'ste'
 'daegen' 'prijsen' 'diesaengaende' 'aengewesen' 'genua' 'gevolgentlijk'
 'voorseker' 'voormelde' 'welckers' 'opene' 'geluckige' 'gasette'
 'ingeschreven' 'gevallen']";415. Lottery draws and prizes;10;43
416;"['joh' 'ds' 'corn' 'ary' 'leendert' 'hendrik' 'adriaan' 'jac'
 'couwenhoven' 'sonnemans' 'predikant' 'ouderling' 'jacobus' 'merk'
 'thesoriers' 'krijger' 'johannes' 'dirk' 'jacob' 'cornelia' 'predik'
 'timmers' 'besemer' 'uit' 'heindrik' 'predikanten' 'kluit' 'crap'
 'graaff' 'geervliet' 'heenvliet' 'samuel' 'tal' 'driel' 'christiaan'
 'berg' 'gerard' 'dam' 'plaats' 'tonge' 'arnoldus' 'johan' 'hugo'
 'poortermans' 'valk' 'andel' 'petrus' 'will' 'meijde' 'nicolaas']";416. Names of ministers and church officials;4;40
417;"['prys' 'oppersten' 'schoonste' 'cameren' 'incomen' 'intre' 'prysen'
 'weerdigh' 'incommen' 'schietspel' 'vogels' 'liere' 'vogel' 'tweeden'
 'silveren' 'haelden' 'elck' 'vuyt' 'vyff' 'schieten' 'zilvere'
 'bestaende' 'waervoor' 'ysere' 'borghers' 'vilvoorden' 'ingebrocht'
 'gewonnen' 'pryzen' 'camer' 'consten' 'schilders' 'cleeren' 'drye'
 'silvere' 'vynden' 'gulden' 'gilden' 'gouden' 'datmen' 'oust' 'schoone'
 'gevult' 'wonnen' 'brussele' 'weert' 'guldens' 'seyt' 'stuvers' 'winnen']";417. Militia contest and prizes;10;40
418;"['spinola' 'marquis' 'exellentie' 'rodrigo' 'ingenomen' 'appoinctement'
 'castel' 'governeur' 'breda' 'spaensche' 'stercke' 'forten' 'brussele'
 'armentiers' 'don' 'gouverneur' 'volck' 'garnisoen' 'verovert' 'bagagie'
 'maurits' 'carracena' 'ghesonden' 'aeth' 'guarnijsoen' 'eta' 'eenich'
 'sulcx' 'belegh' 'hoocheyt' 'syde' 'beleg' 'gelevert' 'belegert'
 'wederomme' 'grave' 'seynden' 'platse' 'ghonne' 'verstercken' 'bruijssel'
 'datmen' 'orangien' 'wapenen' 'gesonden' 'villa' 'gecomen' 'cattholijcke'
 'garnisoenen' 'oorlooghe']";418. Siege and military actions;2;40
419;"['alcmaer' 'diewelcke' 'spangers' 'orangen' 'burghers' 'beverwijck'
 'haerlem' 'faendelen' 'voers' 'uuijren' 'denselfden' 'samen' 'sparendam'
 'gebrocht' 'dieselfde' 'hiernae' 'senatus' 'sonnendach' 'dijck' 'daernae'
 'oeck' 'gecomen' 'soe' 'denselfde' 'ettelicke' 'dijckgraeff' 'uut'
 'waterlant' 'geset' 'starck' 'janspoort' 'daechs' 'scepenen' 'opten'
 'etx' 'coe' 'opte' 'gevanckenisse' 'enich' 'persoen' 'gescreven'
 'geordineert' 'comende' 'dwelcke' 'twelck' 'sijndt' 'knechten' 'metten'
 'zijnder' 'sulxs']";419. Events in various cities and capture;2;39
420;"['eijs' 'gevrooren' 'maar' 'dik' 'laag' 'staan' 'zodanig' 'stark' 'daar'
 'plaatsen' 'ijs' 'daaraan' 'beeter' 'burgers' 'vroor' 'gaan' 'heen' 'aan'
 'dagelijks' 'waater' 'kunnen' 'gebruiken' 'duijm' 'geen' 'tijd'
 'burgerij' 'waardoor' 'heb' 'maakt' 'duim' 'had' 'lang' 'daartoe'
 'gemaakt' 'zo' 'nodige' 'sterk' 'kooper' 'gezond' 'genoeg' 'zit' 'heeden'
 'genoegzaam' 'egter' 'daardoor' 'gereeden' 'gereed' 'waar' 'nooijt'
 'markt']";420. Frozen water and problems with water supply;1;38
421;"['philosooph' 'philosophen' 'gasten' 'huyse' 'slaegen' 'deure'
 'voorschreven' 'gewaepent' 'stocken' 'ditto' 'herberghe' 'borgemeester'
 'voorschreve' 'gequetst' 'herbergier' 'herberge' 'mantel' 'stock'
 'geslaegen' 'hoedt' 'mishandelt' 'venster' 'goossens' 'swaeren' 'arm'
 'stooten' 'geloopen' 'bloedt' 'omringelt' 'wonden' 'siende' 'roepende'
 'bende' 'geseyt' 'merckt' 'aenstonts' 'timmermans' 'seggende' 'gewelt'
 'synde' 'sigh' 'vermaeckt' 'been' 'aensicht' 'sabel' 'solder' 'synen'
 'pistool' 'taefel' 'wonde']";421. Incident of violence in an inn;15;35
422;"['moogt' 'toenaem' 'stijle' 'landthuijs' 'correctiehuijs' 'uwen'
 'vervoordert' 'vrijen' 'beleden' 'andersints' 'gij' 'lest' 'gebleken'
 'zijt' 'geboortig' 'geapparendeert' 'heesch' 'gewoont' 'gegeesselt'
 'hebt' 'faiten' 'vangenisse' 'oudt' 'complicen' 'geexecuteert' 'begaen'
 'dieften' 'vierschaere' 'detentie' 'gemakt' 'parochie' 'zooverre'
 'begaene' 'exempel' 'altijdt' 'gebannen' 'jongman' 'merckelijcke'
 'eijgene' 'eijnden' 'regtveerdige' 'gecondemneert' 'laste' 'landts'
 'diefte' 'egte' 'discretie' 'lestleden' 'totdat' 'schavot']";422. Crime and criminal consequences;15;35
423;"['july' 'january' 'february' 'ingevolge' 'keyzer' 'dezer' 'zyne'
 'laestleden' 'floreal' 'gelegendheyd' 'francs' 'stad' 'december'
 'arrondissement' 'besluyt' 'dato' 'volgende' 'november' 'gend' 'tribunal'
 'zynen' 'gezeyd' 'geboren' 'raed' 'dellafaille' 'juin' 'nivose' 'maire'
 'juny' 'tyd' 'gewyd' 'prefect' 'bezondere' 'francies' 'napoleon'
 'frimaire' 'bestemd' 'accessit' 'dood' 'fructidor' 'betrekkelyk'
 'schikkingen' 'thermidor' 'departement' 'eed' 'ouderdom' 'hoofd'
 'verblyf' 'zittinge' 'oud']";423. Months and administrative matters;3;34
424;"['dito' 'brusselen' 'continuerden' 'continuerde' 'waghens' 'meije' 'oock'
 'verstont' 'vranckerijck' 'ostende' 'legher' 'belegh' 'platsen'
 'jannuarius' 'berent' 'reidts' 'cronijke' 'ghepasseert' 'lanckx' 'naert'
 'leghers' 'vivers' 'julius' 'sterck' 'ettelijcke' 'sauden' 'alsoo'
 'ghendt' 'bequam' 'enghelschen' 'brughsche' 'ligghende' 'canten'
 'gealierde' 'maendach' 'daeghs' 'commende' 'rontom' 'troepen' 'garnisoen'
 'datmen' 'enghelant' 'septembre' 'perde' 'daeghen' 'vertrock' 'spaensche'
 'saude' 'haeghe' 'omligghende']";424. War in Flanders;2;33
425;"['voorvallen' 'verantwoording' 'helena' 'handelingen' 'societe' 'berghe'
 'geschiedenis' 'eeuw' 'wall' 'begin' 'dl' 'patrouillien' 'kan'
 'voorgevallen' 'bestendig' 'onderdanen' 'swaerdekens' 'voorstellingen'
 'algemene' 'myne' 'tractaten' 'hh' 'volkeren' 'verplicht' 'eerder'
 'vaderland' 'zie' 'teweeg' 'klaer' 'konnen' 'algemeene' 'gedrukt' 'nodig'
 'mag' 'maetregelen' 'wereld' 'voorkomen' 'zaak' 'drukken' 'patrouillen'
 'zal' 'redens' 'belang' 'geschiedenissen' 'volkomen' 'nooijt' 'boeken'
 'diergelyke' 'omwenteling' 'rekeninge']";425. History and politics;12;31
